shapeA|shapeB|x_f|y_f|k_f|time_taken
(500, 784)|(784, 256)|6|5|7|0.39336299896240234
(500, 784)|(784, 256)|6|5|8|0.3894169330596924
(500, 784)|(784, 256)|6|5|9|0.413909912109375
(500, 784)|(784, 256)|6|5|10|0.4306821823120117
(500, 784)|(784, 256)|6|5|11|0.40225887298583984
(500, 784)|(784, 256)|6|5|12|0.37626194953918457
(500, 784)|(784, 256)|6|5|13|0.32038283348083496
(500, 784)|(784, 256)|6|5|14|0.3717207908630371
(500, 784)|(784, 256)|6|5|15|0.3849489688873291
(500, 784)|(784, 256)|6|5|16|0.3655123710632324
(500, 784)|(784, 256)|6|5|17|0.3903050422668457
(500, 784)|(784, 256)|6|5|18|0.43734288215637207
(500, 784)|(784, 256)|6|5|19|0.368333101272583
(500, 784)|(784, 256)|6|5|20|0.41594409942626953
(500, 784)|(784, 256)|6|5|21|0.42477917671203613
(500, 784)|(784, 256)|6|5|22|0.30110812187194824
(500, 784)|(784, 256)|6|5|23|0.31004810333251953
(500, 784)|(784, 256)|6|5|24|0.40067195892333984
(500, 784)|(784, 256)|6|5|25|0.42150187492370605
(500, 784)|(784, 256)|6|5|26|0.4090590476989746
(500, 784)|(784, 256)|6|5|27|0.3054368495941162
(500, 784)|(784, 256)|6|5|28|0.37436509132385254
(500, 784)|(784, 256)|6|5|29|0.4223148822784424
(500, 784)|(784, 256)|6|5|30|0.32564592361450195
(500, 784)|(784, 256)|6|5|31|0.34705066680908203
(500, 784)|(784, 256)|6|5|32|0.41469287872314453
(500, 784)|(784, 256)|7|1|2|0.32276296615600586
(500, 784)|(784, 256)|7|1|3|0.22694993019104004
(500, 784)|(784, 256)|7|1|4|0.2582108974456787
(500, 784)|(784, 256)|7|1|5|0.32321619987487793
(500, 784)|(784, 256)|7|1|6|0.2983682155609131
(500, 784)|(784, 256)|7|1|7|0.31770896911621094
(500, 784)|(784, 256)|7|1|8|0.2701289653778076
(500, 784)|(784, 256)|7|1|9|0.2822730541229248
(500, 784)|(784, 256)|7|1|10|0.32958507537841797
(500, 784)|(784, 256)|7|1|11|0.4101700782775879
(500, 784)|(784, 256)|7|1|12|0.41526079177856445
(500, 784)|(784, 256)|7|1|13|0.266664981842041
(500, 784)|(784, 256)|7|1|14|0.4181640148162842
(500, 784)|(784, 256)|7|1|15|0.3052558898925781
(500, 784)|(784, 256)|7|1|16|0.29981517791748047
(500, 784)|(784, 256)|7|1|17|0.26286983489990234
(500, 784)|(784, 256)|7|1|18|0.26744699478149414
(500, 784)|(784, 256)|7|1|19|0.2745349407196045
(500, 784)|(784, 256)|7|1|20|0.3403928279876709
(500, 784)|(784, 256)|7|1|21|0.26523709297180176
(500, 784)|(784, 256)|7|1|22|0.2813091278076172
(500, 784)|(784, 256)|7|1|23|0.3120708465576172
(500, 784)|(784, 256)|7|1|24|0.2840738296508789
(500, 784)|(784, 256)|7|1|25|0.26493024826049805
(500, 784)|(784, 256)|7|1|26|0.2938048839569092
(500, 784)|(784, 256)|7|1|27|0.2747819423675537
(500, 784)|(784, 256)|7|1|28|0.26738715171813965
(500, 784)|(784, 256)|7|1|29|0.306793212890625
(500, 784)|(784, 256)|7|1|30|0.3046247959136963
(500, 784)|(784, 256)|7|1|31|0.28531813621520996
(500, 784)|(784, 256)|7|1|32|0.29202723503112793
(500, 784)|(784, 256)|7|2|3|0.2214362621307373
(500, 784)|(784, 256)|7|2|4|0.3096911907196045
(500, 784)|(784, 256)|7|2|5|0.2661111354827881
(500, 784)|(784, 256)|7|2|6|0.3280649185180664
(500, 784)|(784, 256)|7|2|7|0.32988905906677246
(500, 784)|(784, 256)|7|2|8|0.364271879196167
(500, 784)|(784, 256)|7|2|9|0.363415002822876
(500, 784)|(784, 256)|7|2|10|0.3668699264526367
(500, 784)|(784, 256)|7|2|11|0.25664782524108887
(500, 784)|(784, 256)|7|2|12|0.23752403259277344
(500, 784)|(784, 256)|7|2|13|0.21931791305541992
(500, 784)|(784, 256)|7|2|14|0.30190086364746094
(500, 784)|(784, 256)|7|2|15|0.30406713485717773
(500, 784)|(784, 256)|7|2|16|0.2500479221343994
(500, 784)|(784, 256)|7|2|17|0.26640892028808594
(500, 784)|(784, 256)|7|2|18|0.30389904975891113
(500, 784)|(784, 256)|7|2|19|0.32079386711120605
(500, 784)|(784, 256)|7|2|20|0.2802700996398926
(500, 784)|(784, 256)|7|2|21|0.25583577156066895
(500, 784)|(784, 256)|7|2|22|0.3344728946685791
(500, 784)|(784, 256)|7|2|23|0.2652618885040283
(500, 784)|(784, 256)|7|2|24|0.2656550407409668
(500, 784)|(784, 256)|7|2|25|0.301037073135376
(500, 784)|(784, 256)|7|2|26|0.29381680488586426
(500, 784)|(784, 256)|7|2|27|0.3304860591888428
(500, 784)|(784, 256)|7|2|28|0.2940480709075928
(500, 784)|(784, 256)|7|2|29|0.3066117763519287
(500, 784)|(784, 256)|7|2|30|0.2870979309082031
(500, 784)|(784, 256)|7|2|31|0.31275105476379395
(500, 784)|(784, 256)|7|2|32|0.27789998054504395
(500, 784)|(784, 256)|7|3|4|0.39095592498779297
(500, 784)|(784, 256)|7|3|5|0.348430871963501
(500, 784)|(784, 256)|7|3|6|0.26783108711242676
(500, 784)|(784, 256)|7|3|7|0.291856050491333
(500, 784)|(784, 256)|7|3|8|0.302440881729126
(500, 784)|(784, 256)|7|3|9|0.3824889659881592
(500, 784)|(784, 256)|7|3|10|0.3046393394470215
(500, 784)|(784, 256)|7|3|11|0.39185309410095215
(500, 784)|(784, 256)|7|3|12|0.3070693016052246
(500, 784)|(784, 256)|7|3|13|0.31655025482177734
(500, 784)|(784, 256)|7|3|14|0.36739492416381836
(500, 784)|(784, 256)|7|3|15|0.34911203384399414
(500, 784)|(784, 256)|7|3|16|0.33290696144104004
(500, 784)|(784, 256)|7|3|17|0.3582131862640381
(500, 784)|(784, 256)|7|3|18|0.3927288055419922
(500, 784)|(784, 256)|7|3|19|0.35323405265808105
(500, 784)|(784, 256)|7|3|20|0.25359201431274414
(500, 784)|(784, 256)|7|3|21|0.34383296966552734
(500, 784)|(784, 256)|7|3|22|0.37250804901123047
(500, 784)|(784, 256)|7|3|23|0.29538488388061523
(500, 784)|(784, 256)|7|3|24|0.30638790130615234
(500, 784)|(784, 256)|7|3|25|0.3446810245513916
(500, 784)|(784, 256)|7|3|26|0.34005117416381836
(500, 784)|(784, 256)|7|3|27|0.3757741451263428
(500, 784)|(784, 256)|7|3|28|0.3703799247741699
(500, 784)|(784, 256)|7|3|29|0.40103697776794434
(500, 784)|(784, 256)|7|3|30|0.3366858959197998
(500, 784)|(784, 256)|7|3|31|0.4002659320831299
(500, 784)|(784, 256)|7|3|32|0.29166412353515625
(500, 784)|(784, 256)|7|4|5|0.2579941749572754
(500, 784)|(784, 256)|7|4|6|0.29920172691345215
(500, 784)|(784, 256)|7|4|7|0.46406102180480957
(500, 784)|(784, 256)|7|4|8|0.35738706588745117
(500, 784)|(784, 256)|7|4|9|0.344851016998291
(500, 784)|(784, 256)|7|4|10|0.319425106048584
(500, 784)|(784, 256)|7|4|11|0.2939479351043701
(500, 784)|(784, 256)|7|4|12|0.40373826026916504
(500, 784)|(784, 256)|7|4|13|0.30095791816711426
(500, 784)|(784, 256)|7|4|14|0.30904078483581543
(500, 784)|(784, 256)|7|4|15|0.29780006408691406
(500, 784)|(784, 256)|7|4|16|0.2893509864807129
(500, 784)|(784, 256)|7|4|17|0.31363701820373535
(500, 784)|(784, 256)|7|4|18|0.32952189445495605
(500, 784)|(784, 256)|7|4|19|0.3657701015472412
(500, 784)|(784, 256)|7|4|20|0.28624725341796875
(500, 784)|(784, 256)|7|4|21|0.35094618797302246
(500, 784)|(784, 256)|7|4|22|0.3199470043182373
(500, 784)|(784, 256)|7|4|23|0.28929924964904785
(500, 784)|(784, 256)|7|4|24|0.340986967086792
(500, 784)|(784, 256)|7|4|25|0.2649111747741699
(500, 784)|(784, 256)|7|4|26|0.32900285720825195
(500, 784)|(784, 256)|7|4|27|0.2881917953491211
(500, 784)|(784, 256)|7|4|28|0.3021230697631836
(500, 784)|(784, 256)|7|4|29|0.2790107727050781
(500, 784)|(784, 256)|7|4|30|0.2808258533477783
(500, 784)|(784, 256)|7|4|31|0.3112978935241699
(500, 784)|(784, 256)|7|4|32|0.2779698371887207
(500, 784)|(784, 256)|7|5|6|0.28426313400268555
(500, 784)|(784, 256)|7|5|7|0.3194999694824219
(500, 784)|(784, 256)|7|5|8|0.2948291301727295
(500, 784)|(784, 256)|7|5|9|0.3608710765838623
(500, 784)|(784, 256)|7|5|10|0.327880859375
(500, 784)|(784, 256)|7|5|11|0.33402013778686523
(500, 784)|(784, 256)|7|5|12|0.2794158458709717
(500, 784)|(784, 256)|7|5|13|0.31310606002807617
(500, 784)|(784, 256)|7|5|14|0.3733220100402832
(500, 784)|(784, 256)|7|5|15|0.3453819751739502
(500, 784)|(784, 256)|7|5|16|0.22768497467041016
(500, 784)|(784, 256)|7|5|17|0.2995171546936035
(500, 784)|(784, 256)|7|5|18|0.31617307662963867
(500, 784)|(784, 256)|7|5|19|0.35004711151123047
(500, 784)|(784, 256)|7|5|20|0.3313720226287842
(500, 784)|(784, 256)|7|5|21|0.3618152141571045
(500, 784)|(784, 256)|7|5|22|0.29967308044433594
(500, 784)|(784, 256)|7|5|23|0.21736502647399902
(500, 784)|(784, 256)|7|5|24|0.23242521286010742
(500, 784)|(784, 256)|7|5|25|0.3681058883666992
(500, 784)|(784, 256)|7|5|26|0.3216588497161865
(500, 784)|(784, 256)|7|5|27|0.31398510932922363
(500, 784)|(784, 256)|7|5|28|0.36129307746887207
(500, 784)|(784, 256)|7|5|29|0.3393106460571289
(500, 784)|(784, 256)|7|5|30|0.31456518173217773
(500, 784)|(784, 256)|7|5|31|0.30416202545166016
(500, 784)|(784, 256)|7|5|32|0.283797025680542
(500, 784)|(784, 256)|7|6|7|0.2968120574951172
(500, 784)|(784, 256)|7|6|8|0.3306760787963867
(500, 784)|(784, 256)|7|6|9|0.33090686798095703
(500, 784)|(784, 256)|7|6|10|0.3313469886779785
(500, 784)|(784, 256)|7|6|11|0.3912651538848877
(500, 784)|(784, 256)|7|6|12|0.3402409553527832
(500, 784)|(784, 256)|7|6|13|0.3202199935913086
(500, 784)|(784, 256)|7|6|14|0.3053581714630127
(500, 784)|(784, 256)|7|6|15|0.3668830394744873
(500, 784)|(784, 256)|7|6|16|0.3285682201385498
(500, 784)|(784, 256)|7|6|17|0.314594030380249
(500, 784)|(784, 256)|7|6|18|0.2895169258117676
(500, 784)|(784, 256)|7|6|19|0.25746774673461914
(500, 784)|(784, 256)|7|6|20|0.3625950813293457
(500, 784)|(784, 256)|7|6|21|0.35158872604370117
(500, 784)|(784, 256)|7|6|22|0.33198094367980957
(500, 784)|(784, 256)|7|6|23|0.3205602169036865
(500, 784)|(784, 256)|7|6|24|0.31757521629333496
(500, 784)|(784, 256)|7|6|25|0.46441102027893066
(500, 784)|(784, 256)|7|6|26|0.3365819454193115
(500, 784)|(784, 256)|7|6|27|0.302962064743042
(500, 784)|(784, 256)|7|6|28|0.3251001834869385
(500, 784)|(784, 256)|7|6|29|0.358273983001709
(500, 784)|(784, 256)|7|6|30|0.31410717964172363
(500, 784)|(784, 256)|7|6|31|0.3777427673339844
(500, 784)|(784, 256)|7|6|32|0.31372809410095215
(500, 784)|(784, 256)|8|1|2|0.29541683197021484
(500, 784)|(784, 256)|8|1|3|0.30390191078186035
(500, 784)|(784, 256)|8|1|4|0.29711174964904785
(500, 784)|(784, 256)|8|1|5|0.2572627067565918
(500, 784)|(784, 256)|8|1|6|0.3804512023925781
(500, 784)|(784, 256)|8|1|7|0.361130952835083
(500, 784)|(784, 256)|8|1|8|0.31858181953430176
(500, 784)|(784, 256)|8|1|9|0.32273197174072266
(500, 784)|(784, 256)|8|1|10|0.29851436614990234
(500, 784)|(784, 256)|8|1|11|0.3751511573791504
(500, 784)|(784, 256)|8|1|12|0.3208181858062744
(500, 784)|(784, 256)|8|1|13|0.27041006088256836
(500, 784)|(784, 256)|8|1|14|0.3077409267425537
(500, 784)|(784, 256)|8|1|15|0.26439499855041504
(500, 784)|(784, 256)|8|1|16|0.30944371223449707
(500, 784)|(784, 256)|8|1|17|0.2898421287536621
(500, 784)|(784, 256)|8|1|18|0.2770247459411621
(500, 784)|(784, 256)|8|1|19|0.2899329662322998
(500, 784)|(784, 256)|8|1|20|0.2471301555633545
(500, 784)|(784, 256)|8|1|21|0.2631387710571289
(500, 784)|(784, 256)|8|1|22|0.29071474075317383
(500, 784)|(784, 256)|8|1|23|0.3026137351989746
(500, 784)|(784, 256)|8|1|24|0.2552490234375
(500, 784)|(784, 256)|8|1|25|0.29276299476623535
(500, 784)|(784, 256)|8|1|26|0.3144712448120117
(500, 784)|(784, 256)|8|1|27|0.2894110679626465
(500, 784)|(784, 256)|8|1|28|0.3342552185058594
(500, 784)|(784, 256)|8|1|29|0.2667117118835449
(500, 784)|(784, 256)|8|1|30|0.2571859359741211
(500, 784)|(784, 256)|8|1|31|0.30092597007751465
(500, 784)|(784, 256)|8|1|32|0.31235480308532715
(500, 784)|(784, 256)|8|2|3|0.36635303497314453
(500, 784)|(784, 256)|8|2|4|0.30771708488464355
(500, 784)|(784, 256)|8|2|5|0.30063581466674805
(500, 784)|(784, 256)|8|2|6|0.2627999782562256
(500, 784)|(784, 256)|8|2|7|0.3558349609375
(500, 784)|(784, 256)|8|2|8|0.29645538330078125
(500, 784)|(784, 256)|8|2|9|0.31665587425231934
(500, 784)|(784, 256)|8|2|10|0.3739449977874756
(500, 784)|(784, 256)|8|2|11|0.2964341640472412
(500, 784)|(784, 256)|8|2|12|0.2756178379058838
(500, 784)|(784, 256)|8|2|13|0.2817559242248535
(500, 784)|(784, 256)|8|2|14|0.31717777252197266
(500, 784)|(784, 256)|8|2|15|0.3309290409088135
(500, 784)|(784, 256)|8|2|16|0.3136320114135742
(500, 784)|(784, 256)|8|2|17|0.27176332473754883
(500, 784)|(784, 256)|8|2|18|0.2987709045410156
(500, 784)|(784, 256)|8|2|19|0.2534608840942383
(500, 784)|(784, 256)|8|2|20|0.32259511947631836
(500, 784)|(784, 256)|8|2|21|0.30756688117980957
(500, 784)|(784, 256)|8|2|22|0.26085805892944336
(500, 784)|(784, 256)|8|2|23|0.29814791679382324
(500, 784)|(784, 256)|8|2|24|0.30252885818481445
(500, 784)|(784, 256)|8|2|25|0.3203542232513428
(500, 784)|(784, 256)|8|2|26|0.29544591903686523
(500, 784)|(784, 256)|8|2|27|0.2996838092803955
(500, 784)|(784, 256)|8|2|28|0.25923609733581543
(500, 784)|(784, 256)|8|2|29|0.34792184829711914
(500, 784)|(784, 256)|8|2|30|0.3130009174346924
(500, 784)|(784, 256)|8|2|31|0.24631214141845703
(500, 784)|(784, 256)|8|2|32|0.3136920928955078
(500, 784)|(784, 256)|8|3|4|0.46802210807800293
(500, 784)|(784, 256)|8|3|5|0.3886270523071289
(500, 784)|(784, 256)|8|3|6|0.33290910720825195
(500, 784)|(784, 256)|8|3|7|0.3008739948272705
(500, 784)|(784, 256)|8|3|8|0.3291440010070801
(500, 784)|(784, 256)|8|3|9|0.35393476486206055
(500, 784)|(784, 256)|8|3|10|0.33171916007995605
(500, 784)|(784, 256)|8|3|11|0.3555409908294678
(500, 784)|(784, 256)|8|3|12|0.4023599624633789
(500, 784)|(784, 256)|8|3|13|0.2942938804626465
(500, 784)|(784, 256)|8|3|14|0.3310980796813965
(500, 784)|(784, 256)|8|3|15|0.41483211517333984
(500, 784)|(784, 256)|8|3|16|0.3204531669616699
(500, 784)|(784, 256)|8|3|17|0.41422200202941895
(500, 784)|(784, 256)|8|3|18|0.32286906242370605
(500, 784)|(784, 256)|8|3|19|0.3521232604980469
(500, 784)|(784, 256)|8|3|20|0.3503100872039795
(500, 784)|(784, 256)|8|3|21|0.33408617973327637
(500, 784)|(784, 256)|8|3|22|0.3891017436981201
(500, 784)|(784, 256)|8|3|23|0.3375427722930908
(500, 784)|(784, 256)|8|3|24|0.34735608100891113
(500, 784)|(784, 256)|8|3|25|0.3417019844055176
(500, 784)|(784, 256)|8|3|26|0.3409750461578369
(500, 784)|(784, 256)|8|3|27|0.39879894256591797
(500, 784)|(784, 256)|8|3|28|0.3365058898925781
(500, 784)|(784, 256)|8|3|29|0.3726637363433838
(500, 784)|(784, 256)|8|3|30|0.4081850051879883
(500, 784)|(784, 256)|8|3|31|0.339061975479126
(500, 784)|(784, 256)|8|3|32|0.4026920795440674
(500, 784)|(784, 256)|8|4|5|0.32590222358703613
(500, 784)|(784, 256)|8|4|6|0.3534691333770752
(500, 784)|(784, 256)|8|4|7|0.30017709732055664
(500, 784)|(784, 256)|8|4|8|0.29042506217956543
(500, 784)|(784, 256)|8|4|9|0.3747529983520508
(500, 784)|(784, 256)|8|4|10|0.3818020820617676
(500, 784)|(784, 256)|8|4|11|0.27213215827941895
(500, 784)|(784, 256)|8|4|12|0.36202311515808105
(500, 784)|(784, 256)|8|4|13|0.3459908962249756
(500, 784)|(784, 256)|8|4|14|0.263826847076416
(500, 784)|(784, 256)|8|4|15|0.3515172004699707
(500, 784)|(784, 256)|8|4|16|0.32509303092956543
(500, 784)|(784, 256)|8|4|17|0.30361175537109375
(500, 784)|(784, 256)|8|4|18|0.3633301258087158
(500, 784)|(784, 256)|8|4|19|0.29866623878479004
(500, 784)|(784, 256)|8|4|20|0.23337817192077637
(500, 784)|(784, 256)|8|4|21|0.285963773727417
(500, 784)|(784, 256)|8|4|22|0.25949692726135254
(500, 784)|(784, 256)|8|4|23|0.2927999496459961
(500, 784)|(784, 256)|8|4|24|0.2970240116119385
(500, 784)|(784, 256)|8|4|25|0.2818119525909424
(500, 784)|(784, 256)|8|4|26|0.28002309799194336
(500, 784)|(784, 256)|8|4|27|0.29793214797973633
(500, 784)|(784, 256)|8|4|28|0.3042261600494385
(500, 784)|(784, 256)|8|4|29|0.24423694610595703
(500, 784)|(784, 256)|8|4|30|0.26841092109680176
(500, 784)|(784, 256)|8|4|31|0.2611379623413086
(500, 784)|(784, 256)|8|4|32|0.3558542728424072
(500, 784)|(784, 256)|8|5|6|0.29677605628967285
(500, 784)|(784, 256)|8|5|7|0.32636070251464844
(500, 784)|(784, 256)|8|5|8|0.30104970932006836
(500, 784)|(784, 256)|8|5|9|0.3406379222869873
(500, 784)|(784, 256)|8|5|10|0.2927517890930176
(500, 784)|(784, 256)|8|5|11|0.28462791442871094
(500, 784)|(784, 256)|8|5|12|0.29113292694091797
(500, 784)|(784, 256)|8|5|13|0.30390095710754395
(500, 784)|(784, 256)|8|5|14|0.32152438163757324
(500, 784)|(784, 256)|8|5|15|0.27484583854675293
(500, 784)|(784, 256)|8|5|16|0.3416130542755127
(500, 784)|(784, 256)|8|5|17|0.3102281093597412
(500, 784)|(784, 256)|8|5|18|0.32035398483276367
(500, 784)|(784, 256)|8|5|19|0.317065954208374
(500, 784)|(784, 256)|8|5|20|0.3227219581604004
(500, 784)|(784, 256)|8|5|21|0.30971431732177734
(500, 784)|(784, 256)|8|5|22|0.3658409118652344
(500, 784)|(784, 256)|8|5|23|0.3010399341583252
(500, 784)|(784, 256)|8|5|24|0.3405947685241699
(500, 784)|(784, 256)|8|5|25|0.32532811164855957
(500, 784)|(784, 256)|8|5|26|0.3189399242401123
(500, 784)|(784, 256)|8|5|27|0.3156321048736572
(500, 784)|(784, 256)|8|5|28|0.31194496154785156
(500, 784)|(784, 256)|8|5|29|0.3546459674835205
(500, 784)|(784, 256)|8|5|30|0.29163193702697754
(500, 784)|(784, 256)|8|5|31|0.3301880359649658
(500, 784)|(784, 256)|8|5|32|0.335860013961792
(500, 784)|(784, 256)|8|6|7|0.3522162437438965
(500, 784)|(784, 256)|8|6|8|0.3484809398651123
(500, 784)|(784, 256)|8|6|9|0.3365049362182617
(500, 784)|(784, 256)|8|6|10|0.32109999656677246
(500, 784)|(784, 256)|8|6|11|0.34079790115356445
(500, 784)|(784, 256)|8|6|12|0.2938380241394043
(500, 784)|(784, 256)|8|6|13|0.3527712821960449
(500, 784)|(784, 256)|8|6|14|0.2577090263366699
(500, 784)|(784, 256)|8|6|15|0.33936476707458496
(500, 784)|(784, 256)|8|6|16|0.24654793739318848
(500, 784)|(784, 256)|8|6|17|0.2741110324859619
(500, 784)|(784, 256)|8|6|18|0.3483908176422119
(500, 784)|(784, 256)|8|6|19|0.3807797431945801
(500, 784)|(784, 256)|8|6|20|0.36919307708740234
(500, 784)|(784, 256)|8|6|21|0.3237900733947754
(500, 784)|(784, 256)|8|6|22|0.3199002742767334
(500, 784)|(784, 256)|8|6|23|0.2936711311340332
(500, 784)|(784, 256)|8|6|24|0.3414149284362793
(500, 784)|(784, 256)|8|6|25|0.2960970401763916
(500, 784)|(784, 256)|8|6|26|0.32711195945739746
(500, 784)|(784, 256)|8|6|27|0.3711059093475342
(500, 784)|(784, 256)|8|6|28|0.321990966796875
(500, 784)|(784, 256)|8|6|29|0.2852339744567871
(500, 784)|(784, 256)|8|6|30|0.33402490615844727
(500, 784)|(784, 256)|8|6|31|0.3016021251678467
(500, 784)|(784, 256)|8|6|32|0.32146382331848145
(500, 784)|(784, 256)|8|7|8|0.3173339366912842
(500, 784)|(784, 256)|8|7|9|0.367415189743042
(500, 784)|(784, 256)|8|7|10|0.3666539192199707
(500, 784)|(784, 256)|8|7|11|0.3789632320404053
(500, 784)|(784, 256)|8|7|12|0.33335399627685547
(500, 784)|(784, 256)|8|7|13|0.32055115699768066
(500, 784)|(784, 256)|8|7|14|0.3395829200744629
(500, 784)|(784, 256)|8|7|15|0.31496286392211914
(500, 784)|(784, 256)|8|7|16|0.31186509132385254
(500, 784)|(784, 256)|8|7|17|0.2583291530609131
(500, 784)|(784, 256)|8|7|18|0.3193631172180176
(500, 784)|(784, 256)|8|7|19|0.3222341537475586
(500, 784)|(784, 256)|8|7|20|0.38573503494262695
(500, 784)|(784, 256)|8|7|21|0.32224607467651367
(500, 784)|(784, 256)|8|7|22|0.3572380542755127
(500, 784)|(784, 256)|8|7|23|0.36116981506347656
(500, 784)|(784, 256)|8|7|24|0.2627451419830322
(500, 784)|(784, 256)|8|7|25|0.32651185989379883
(500, 784)|(784, 256)|8|7|26|0.35171008110046387
(500, 784)|(784, 256)|8|7|27|0.38079309463500977
(500, 784)|(784, 256)|8|7|28|0.44346117973327637
(500, 784)|(784, 256)|8|7|29|0.25540590286254883
(500, 784)|(784, 256)|8|7|30|0.34337306022644043
(500, 784)|(784, 256)|8|7|31|0.35485172271728516
(500, 784)|(784, 256)|8|7|32|0.28981590270996094
(500, 784)|(784, 256)|9|1|2|0.26378703117370605
(500, 784)|(784, 256)|9|1|3|0.3422112464904785
(500, 784)|(784, 256)|9|1|4|0.28482818603515625
(500, 784)|(784, 256)|9|1|5|0.2870290279388428
(500, 784)|(784, 256)|9|1|6|0.28891992568969727
(500, 784)|(784, 256)|9|1|7|0.23990488052368164
(500, 784)|(784, 256)|9|1|8|0.34348583221435547
(500, 784)|(784, 256)|9|1|9|0.3080101013183594
(500, 784)|(784, 256)|9|1|10|0.32039809226989746
(500, 784)|(784, 256)|9|1|11|0.38602185249328613
(500, 784)|(784, 256)|9|1|12|0.300706148147583
(500, 784)|(784, 256)|9|1|13|0.30696797370910645
(500, 784)|(784, 256)|9|1|14|0.3917670249938965
(500, 784)|(784, 256)|9|1|15|0.31409311294555664
(500, 784)|(784, 256)|9|1|16|0.3336970806121826
(500, 784)|(784, 256)|9|1|17|0.22510409355163574
(500, 784)|(784, 256)|9|1|18|0.2854950428009033
(500, 784)|(784, 256)|9|1|19|0.28952908515930176
(500, 784)|(784, 256)|9|1|20|0.31173110008239746
(500, 784)|(784, 256)|9|1|21|0.3260612487792969
(500, 784)|(784, 256)|9|1|22|0.2643289566040039
(500, 784)|(784, 256)|9|1|23|0.33579206466674805
(500, 784)|(784, 256)|9|1|24|0.3076050281524658
(500, 784)|(784, 256)|9|1|25|0.32813501358032227
(500, 784)|(784, 256)|9|1|26|0.3071310520172119
(500, 784)|(784, 256)|9|1|27|0.2509279251098633
